path,object_path,reason
data/raw/finnhub/finnhub_rbrk_news_2026-05-20_070344378491.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-09_030353177524.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-09_030353177524.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-13_110352542642.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-13_110352542642.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-30_230411781129.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-30_230411781129.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_now_news_2026-05-27_150647420112.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_now_news_2026-05-27_150647420112.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_klac_news_2026-06-10_150554264933.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_klac_news_2026-06-10_150554264933.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-04-21_074123818099.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-04-21_074123818099.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_hpq_news_2026-06-22_070406266092.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_hpq_news_2026-06-22_070406266092.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-29_030356719410.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-29_030356719410.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_231736835520.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_231736835520.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-06_050820785373.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-06_050820785373.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-22_030408253719.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-22_030408253719.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-19_070400157803.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-19_070400157803.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-22_110353392971.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-22_110353392971.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_tsm_news_2026-06-10_150430875803.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_tsm_news_2026-06-10_150430875803.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-22_190411457694.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-22_190411457694.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_meta_news_2026-05-27_110339706395.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_meta_news_2026-05-27_110339706395.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_190413690502.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_190413690502.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-24_110413189723.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-24_110413189723.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-01_070414591568.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-01_070414591568.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-29_030353494730.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-29_030353494730.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-27_070355574198.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-27_070355574198.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-12_030352181519.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-12_030352181519.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_190458419951.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_190458419951.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-05_190352848140.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-05_190352848140.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_230351827953.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_230351827953.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-11_150352632723.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-11_150352632723.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-23_070414779686.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-23_070414779686.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_191937798818.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_191937798818.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-20_070413875111.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-20_070413875111.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-19_230652957657.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-19_230652957657.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-28_030357136195.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-28_030357136195.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_path_news_2026-07-06_030355133626.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_path_news_2026-07-06_030355133626.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_arm_news_2026-05-29_190446838601.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_arm_news_2026-05-29_190446838601.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_111049236116.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_111049236116.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_asml_news_2026-06-03_110401133301.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_asml_news_2026-06-03_110401133301.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-10_150725574115.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-10_150725574115.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_110413985154.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_110413985154.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_190447627777.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_190447627777.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_meta_news_2026-05-27_150400792154.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_meta_news_2026-05-27_150400792154.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-28_110354146303.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-28_110354146303.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-28_110412321225.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-28_110412321225.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_intc_news_2026-05-27_150424494179.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_intc_news_2026-05-27_150424494179.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_110351603763.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_110351603763.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-12_190352073560.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-12_190352073560.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amat_news_2026-05-27_150500211859.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amat_news_2026-05-27_150500211859.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-05_190411007357.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-05_190411007357.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_orcl_news_2026-06-10_150642609911.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_orcl_news_2026-06-10_150642609911.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-28_110357708843.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-28_110357708843.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_nvda_news_2026-06-10_150332225433.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_nvda_news_2026-06-10_150332225433.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_qcom_news_2026-05-29_190523013596.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_qcom_news_2026-05-29_190523013596.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_111347279391.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_111347279391.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-06_030353043691.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-06_030353043691.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amzn_news_2026-06-11_190407630680.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amzn_news_2026-06-11_190407630680.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-19_071900937615.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-19_071900937615.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-09_070353963627.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-09_070353963627.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-29_030412534684.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-29_030412534684.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_050626399084.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_050626399084.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-12_070352434573.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-12_070352434573.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-06_230352910195.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-06_230352910195.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_150427225955.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_150427225955.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-07_030351889951.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-07_030351889951.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_dell_news_2026-04-21_074015283854.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_dell_news_2026-04-21_074015283854.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amzn_news_2026-06-10_150339239612.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amzn_news_2026-06-10_150339239612.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-05_070412125435.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-05_070412125435.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-21_150354367936.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-21_150354367936.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-13_154851674861.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-13_154851674861.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-21_030352113117.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-21_030352113117.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-05-27_150547865481.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-05-27_150547865481.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_meta_news_2026-06-08_190337812571.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_meta_news_2026-06-08_190337812571.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-20_110413398049.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-20_110413398049.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-06-22_030410345341.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-06-22_030410345341.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_msft_news_2026-05-27_110332807164.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_msft_news_2026-05-27_110332807164.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-24_110354498388.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-24_110354498388.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_173331966717.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_173331966717.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_nvda_news_2026-05-29_190338957890.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_nvda_news_2026-05-29_190338957890.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-24_110354121084.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-24_110354121084.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_150351786837.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_150351786837.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_googl_news_2026-04-21_072333310100.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_googl_news_2026-04-21_072333310100.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_tsla_news_2026-06-08_190340101179.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_tsla_news_2026-06-08_190340101179.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-22_030352854385.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-22_030352854385.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-29_030353504098.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-29_030353504098.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-05-27_110705146690.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-05-27_110705146690.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-29_030413022603.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-29_030413022603.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-27_150355333219.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-27_150355333219.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_googl_news_2026-06-10_150336823240.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_googl_news_2026-06-10_150336823240.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_230412352110.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_230412352110.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-06_070400179649.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-06_070400179649.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-20_090347371095.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-20_090347371095.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-13_230352190259.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-13_230352190259.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-24_030352964210.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-24_030352964210.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-20_130342751174.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-20_130342751174.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-11_070352594735.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-11_070352594735.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snps_news_2026-06-22_150407361705.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snps_news_2026-06-22_150407361705.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_190351687667.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_190351687667.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_nvda_news_2026-05-28_150338991488.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_nvda_news_2026-05-28_150338991488.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_011410853470.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_011410853470.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_071045212320.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_071045212320.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-22_150408385204.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-22_150408385204.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-22_110411290346.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-22_110411290346.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-21_070353832371.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-21_070353832371.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_pltr_news_2026-06-04_190712804598.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_pltr_news_2026-06-04_190712804598.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_050527325380.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_050527325380.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-28_030413287350.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-28_030413287350.json,payload.news[0].url,example.local
