source_path,sha256,size_bytes,role,changed_since_baseline,included_in_export
scripts/analyze_news_impact.py,f60ccdb1dd4938272ecdcd218c4c763f80e5941ab184e3c9e91f5d2a772e25b0,17702,source,no,partial
scripts/analyze_stop_loss_post_exit.py,0d7b8ca0a27a199d11ab4292764d3e5b58d54089cb71cc4067ce22b6c915d9e7,10343,source,yes,yes
scripts/audit_trades_with_market_data.py,369cd2c404b8a2e6609766e78fc7fad3c6504ef8b210096352e0bc67ac43eb01,21823,source,yes,yes
scripts/backfill_asset_class.py,bd0981eab92aefa8883ef5b91872f2a9d39e3eb57615d1fd35443bfc394d7f66,3069,source,yes,yes
scripts/backfill_daily_snapshots.py,2e3047429cf0c77d3891faca7e5f225dfec25e41bae5c1b9ccd0f41536826fe4,15719,source,no,partial
scripts/backfill_entry_signal_strength.py,961d33c2fd1973582567b29f312f75a1cc01e718238bf2152352e3770c93eb4b,7376,source,yes,yes
scripts/backfill_open_trade_peak_prices.py,434859adcf45f1e26c89ad233695c520dc5592bcce5a974223e26f3f8294ae00,10992,source,no,partial
scripts/backfill_trade_metadata.py,0bcf256223d35e5c7b6ccace2bb17eb872c2127b408086050a287bed5f3497f0,4149,source,no,partial
scripts/backtest_grid_search.py,6aff1693add573123b92bef2261d0bc34b4efd212dfd23f8d662963321c25622,12772,source,no,partial
scripts/backtest_momentum_comparison.py,080e052f7b563bc0d22f44043b33bb1e9343b2593506948109942fafdf1e0059,16793,source,no,partial
scripts/backtest_relaxed_threshold.py,39f50419980c0ae48195fe40e3b9fd04aaadb488447a8090662e48295e7a89cd,12726,source,no,partial
scripts/build_broker_tracker_reconciliation.py,0c280ad1506587201c5fd04ad032e81e5e451793fc2db35fb487768a20905823,4048,source,no,partial
scripts/build_performance_summary.py,3aa996eb15d7748b9abc1cf17d6a738acddfdd224d636a97b82187a87b9df411,3916,source,no,partial
scripts/build_post_signal_outcomes.py,8a3211561745f74b221c99c13b5060b4ac214c936318b59d5fa1318f0293144d,5826,source,no,partial
scripts/build_trade_attribution_dataset.py,ec583c2c467bdea2df917ece811b6c316c032ad79a8ae7f732c8a9798810df33,5817,source,no,partial
scripts/cancel_broker_orders.py,00a3a841153d3500dc308e32d44f068b38dfec1ff11bc68adbfe619bc4f80e66,4744,source,no,partial
scripts/check_broker_order_history.py,3acad3d36e7e9df0b8dd993ed1994c9bfafb5744d945544e19b0f4ea6f7f2984,1866,source,no,partial
scripts/check_corporate_actions.py,188efb6688541611714e1cd79ea4f8cee69990d4b4f2226a000df219fb5680ce,7693,source,no,partial
scripts/check_cron_health.py,9b60ced7f686c3dcf1d3efd5ef558d5b693303e3626675f705a91946c3301837,13371,source,no,partial
scripts/check_exit_reasons.py,2c0562886565f557146764dd6bd06f7668baa0973e5020a1488b33aa22f13597,2764,source,no,partial
scripts/check_pnl_invariants.py,9d91dd96b4b537dc947b584d984c824e8677c5a3c1b805b067224ea839a24e4d,2672,source,no,partial
scripts/cleanup_alpaca_anomalies_20260511.py,7c860e0f2aebf60ccc189fb43960bb647ba3df214df49a317724d7599e7dcd36,3530,source,no,partial
scripts/cleanup_anomalous_trades.py,34f22d3b0f4a2c22fb682a3a06e5564d8a8ea5613ee46f76f563e04d766cb990,4194,source,no,partial
scripts/cleanup_dell_anomaly_20260511.py,77c2be7c1456f4880267c248f7a73d0b5d24f5931ad58c4ba63cef7ffb6e42a7,3851,source,no,partial
scripts/cleanup_high_return_trades_20260511.py,1d446c157ade2c39ccfb6a194708580e7f683372c17a3c5f16985999c6b954b5,3915,source,no,partial
scripts/clear_circuit_breaker.py,1e3c75f288b55be4983908c1d3e914bfa7c7ba4838b8dcfb8172dc34a257e7f8,2650,source,no,partial
scripts/close_hpe_short.py,e2e6ac1ffdc95328cf13f85a515512e2f7045078940fb737b1e6bc3e6df59821,2143,source,no,partial
scripts/collect_benchmarks.py,ee08c57e1300fb037fdf6e227332a50dd058883ed7301003172a75196bc919b6,4930,source,no,partial
scripts/compare_bars_quality.py,19f2b66eb20f932953749eee6185a57793dc66e879dc6dc7af0627a678736bbc,7525,source,no,partial
scripts/compare_bars_simple.py,f4178851220c252094fe65ee5fad706f611d8e327f32dec0c0f869cd8e984323,5427,source,no,partial
scripts/compare_etf_stock_attribution.py,cee76c99ce38d9cfccd6cff1d4224f869b2fcee6d305b396991b9021444a59b0,9766,source,no,partial
scripts/compare_exit_variants.py,03541e9d2087876b71c3f418a21195c3fd29a06cba11bb7e7ff42d85ec704eda,30333,source,no,partial
scripts/correct_anomalous_prices_with_market_data.py,d6114302ca69e734e47209772578aa10045ccd142d51c700ad663b88b1526d83,9320,source,no,partial
scripts/counterfactual_hold_analysis.py,d83a2a01e87e88146cfc79a2e825424649fe8cb493d143f64456365c92b78610,14981,source,no,partial
scripts/create_daily_improvement_log.py,44907a03eead6d3d14c39a7d0bfcd5a9af2d22035ce54c70d39f7de7a6b7688b,1660,source,no,partial
scripts/debug_entry.py,19f9114cdfbc0c8346b4f558ab3444fb636df6491b1d82e629d14bf96c1f3c03,2814,source,no,partial
scripts/emergency_sell.py,56f1a75aa03436fa9017959408d8038bd317b4b229707abd7284951ba3893370,1545,source,no,partial
scripts/f8_clean_records_analysis.py,9b05175d950f36f6a4058ba4fc43acd1b208d352bf7904d21f3b520b90fcd6cb,9739,source,no,partial
scripts/fetch_and_fix_pnl.py,71334815006186b97a67646cc6fe96bdc6270b31d7c17aa7e93d4b37b9673623,12314,source,no,partial
scripts/fetch_benchmark.py,9947acbd06fc1bd61d3d77ce9efc0b16bc2e6041f9bcabf74979563544c99312,3247,source,no,partial
scripts/fix_pnl_state_format.py,2ebad9f15b872396e90266828d74b679cd6a8f15c74d139a38775eb65a36338b,2823,source,no,partial
scripts/fix_pnl_tracking.py,7246131bd93695e194103800f2b055a232aea805015d9ef03fafade372b123de,12710,source,no,partial
scripts/fix_stale_broker_prices.py,7ec66a6ca177c028572d45c49b78aeccc974d9d38b3220afc3978476f57d83db,4299,source,no,partial
scripts/fix_strategy_ids.py,f17e5c1c94ea03b3ee0ff0bca6d287bd2e23c2840a8a195da79dbe72a4b72a07,3740,source,no,partial
scripts/g1_investigate_mismatch.py,179709228b80ba23e580c2006fc3ce0683f9da6c2c19e058c2d2c1bc16473954,3785,source,no,partial
scripts/g5_backfill_decision_telemetry.py,28eaa2fa908319af38eb436b8a53a6ca1372797c357f1991710cacb60e8a7975,5256,source,no,partial
scripts/init_peak_prices.py,260f22aed438844d39bb5f6943ba90ccd2d7f95ddc077e24c48bea3a66a6869d,4258,source,no,partial
scripts/merge_pnl_data.py,09d98dcfa797124defd0c34bbc834c894d468b2d65145c21215c8bc5296c2cbd,3858,source,no,partial
scripts/migrate_quarantine_invalid_trades.py,a5453c48dae2c1dba1f1fcf7397ae8e97937d5a5bb678db9cef24410942315c5,6140,source,no,partial
scripts/rebuild_pnl_from_orders.py,d64c1d9c6da90db8dad7d11ffcad8c3397e9a36b1ddb6a4f1fbfe00bf7e7c483,4638,source,no,partial
scripts/rebuild_pnl_source_of_truth.py,9fec0e664f63c2197540b178b0d672bdf46867ecccc114c5e0fead914cbc3018,3393,source,no,partial
scripts/rebuild_pnl_state_from_broker.py,5e1bf2c6800d536d880bef3c36585930469ce0242c5e29841e4fa26c942f0880,43409,source,yes,yes
scripts/reconcile_orders.py,cfcccc89618f8dcd975e65aa3bf34ff04184c94ee385f5ce122bb8e3930be69f,398,source,no,partial
scripts/recover_exit_reasons.py,a1429fc6bfb3e25041bd50d99d1828dfbb7baaf3de8ac0735611b07c926a1325,8698,source,no,partial
scripts/report_exit_attribution.py,6d47f0a734d431665b4bd3424280e3bbdcab87b180745893599e584b5e78f1b3,8741,source,no,partial
scripts/report_experiment_performance.py,d5309a8d8f4e4d37b6b0fe4918e947f2778f9fca2147b40e3fccebf8282f275b,2502,source,no,partial
scripts/report_guardrails.py,7a69cd1174678b28d6c63b5d77825676fb66c4ef53c8c37685cc8a3da8a24328,1468,source,no,partial
scripts/reset_circuit_breaker.py,3e77819f76007e7c0898b8edd67d5bbdabf1a62d3782e9d7ae7752d3384c2bc3,2842,source,yes,yes
scripts/rf8b_recover_attribution.py,62728c6c396aec950f80a48ab3813b218f21a971b2c586b76d5904bb4eac8a76,12537,source,no,partial
scripts/run_first_backtest.py,12bafc1f489f7f0e0ec90325d4c46a095b6b8245ae63d9afe711e71e5dcd6a92,3587,source,no,partial
scripts/secret_scan.py,559f972dc4e1458c6a7dbb079dde18890f1891f6de1f2c0a2f28fb4eb2fdaf62,2409,source,no,partial
scripts/sim_ae.py,6abc8313e141d56f158203bb46064a82425f5a46eaa290d64459b5ceaf2d52bc,6755,source,yes,yes
scripts/start_experiment.py,761196e9a81284e299aa2de1a538b02422d5fcd953ab58c83ccfca7340c0c6ac,1868,source,no,partial
scripts/sync_broker_positions.py,0c0e3d67164b61817d423502f431f38c8f738f95e629488134aa56ecbe5713bf,2892,source,no,partial
scripts/sync_broker_to_tracker.py,ae6d933f6f02d621c316af1d473d26e817fdf83b84efa17d6b029d54efc6f56a,3521,source,no,partial
scripts/sync_pnl_with_broker.py,88ae5b3196990ef22064e695bfe37e615568a225c83731c435c2154fd58c564f,6750,source,no,partial
scripts/test_backtest_engine.py,acbffa486a00d50981c380d2c398339c8c8ccc019b85a1b5b56fa2c60a6c569e,5540,source,no,partial
scripts/test_intraday_momentum.py,1cf32d5936af349b861aebfc5b3007815b948e1c863c700bd0599c782bb8fab3,5454,source,no,partial
scripts/test_massive_integration.py,22435e73889172179c1203d529201af129cf1908bfba1b4a1b00a57488892478,4383,source,no,partial
scripts/test_simple_backtest.py,1981d418dbac4f860ce48c59b86e4b697e50a3b07de54a8159b77d7354c49779,3793,source,no,partial
scripts/test_simple_exit.py,4bbcbcb11ee4f991ad56b94717039920b699c02b3c738071f978b2e33e9ae217,4039,source,no,partial
scripts/test_with_debug.py,8a5f1d7094922c5b8a50bd34eecd86511d547222b01e6ff90b16997f17f29fe7,1358,source,no,partial
scripts/ui_display.py,b62308b4be482e3f6d5656c87218b36dde628395d4c1e865f65a8511bd08b520,642,source,no,partial
scripts/update_benchmark_data.py,7f18155def6e0f1304990943669ec60a4c5aa6009c1ce890ffb15f455de9b8b4,1885,source,no,partial
scripts/verify_rebuild_integrity.py,83b4f7a14cf963e0d2cf00961ce0a095c5daa2261efaba7ddf2481c93a2082af,13162,source,yes,yes
scripts/walkforward_exit_analysis.py,bcf5d64a871985ccfa95be0fb9caec3ef63330d19fca508ef961c05cb4a6c945,4837,source,no,partial
src/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,source,no,partial
src/stock_swing/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,source,no,partial
src/stock_swing/analysis/__init__.py,6023608a5b2f926e97da6ec463b4859da74d7fa80af8d55cdaa4ca17d164a7b9,260,source,no,partial
src/stock_swing/analysis/baseline_metrics.py,a015c988201d78ec861f284ad1066e36cfe91af49ac811099ffb6d025d65dea2,15573,source,no,partial
src/stock_swing/analysis/risk_calculator.py,44d68fba7da49730c586a48cf5f6704b6c3876f0f5a99dbcebad6699099ef1a2,9235,source,no,partial
src/stock_swing/analysis/strategy_analyzer.py,c5c5081eec48aafe6759d5556013e814ab3005c44be644d07cd8d4f19b23718c,9096,source,no,partial
src/stock_swing/backtest/__init__.py,eb89c806c6801aaa34650f9941dc9bf7ab13c80233e2115be2e7a2f7e49c6bf1,634,source,no,partial
src/stock_swing/backtest/data_loader.py,cc0bff7a393efe24269ca3b0f9a08092ec198fa6d36479652c463e879d394e48,4173,source,no,partial
src/stock_swing/backtest/engine.py,a18e33911cef9f675f8fe7594862f34c22cd80640a4ce389ec789abb71b85f2e,6720,source,no,partial
src/stock_swing/backtest/engine_v2.py,89b5f6bd2b0a05b571b2e7f9a5c73daa7cc94abfcbaa2d650183bf6542827048,10239,source,no,partial
src/stock_swing/backtest/metrics.py,131da9d4cb44a9637c5e720d4ece0f890e38ae5463376a62877c066b063be4e8,6001,source,no,partial
src/stock_swing/backtest/parameter_grid.py,8bc42457aaac452a95df8c745fa7b604da53e0b24a23e20a6341becda431978a,5266,source,no,partial
src/stock_swing/backtest/price_cache.py,976a128f99640f2a9fe9f0b5d6d0a6d42f3324c883b164ebc5b84ad678b312bb,7585,source,no,partial
src/stock_swing/backtest/trade_simulator.py,4193b9578725ae4d03e21f2ec83500800be61258ebaa6865837ba154d7a09e0a,8355,source,no,partial
src/stock_swing/cli/__init__.py,9def6c803b2010c1540b715fbca3ebfe37d09e2895fb5e16a04da3583902601d,43,source,no,partial
src/stock_swing/cli/analyze_data.py,bd7ad95faec7def8e0903ae44cf6a2ea2725826f0b3e5633a9218161f30f0312,9234,source,no,partial
src/stock_swing/cli/backfill_pnl_state.py,7007498eda0cf541cc32cae832120b7063c5a56d8e97f86c036fa3933d7f593d,14342,source,no,partial
src/stock_swing/cli/broker_healthcheck.py,f3fc70b9ef9f5395dfa8731093ca89a8b0c9a69ff9369a6b2e1f7f3ec262b475,2348,source,no,partial
src/stock_swing/cli/collect_data.py,e43272f3c1e25aff273470c7d112c92155a9671995122dc8f8569996aa4df4a0,15687,source,yes,yes
src/stock_swing/cli/cron_summary.py,41d83605902649c91905a335951f7ee25c4011180b5fb0f940655a5a93883b2d,449,source,no,partial
src/stock_swing/cli/daily_report.py,bf91f33d2de4f5796f82181fbc017a2b2249709434a96f16c1c25b3599014e35,24576,source,yes,yes
src/stock_swing/cli/healthcheck.py,c664fab89232e03c495850fac7e3a167077e083f33b76eaeb292e05beefd29b9,327,source,no,partial
src/stock_swing/cli/market_check.py,4783ab0eb3dfa71f17d336bf2a0f4b031406322bb4077357280d5c22840058fe,4177,source,no,partial
src/stock_swing/cli/paper_demo.py,ac957962735ef4bc0b036484ec2f8bb241581f591c385b5a3e7f1362d3d93215,137487,source,yes,yes
src/stock_swing/cli/paper_demo_wrapper.py,f7d23dabf5b88a9ae22c13fd452daaf61025bb235b433263d8c747049ef62bcd,6292,source,no,partial
src/stock_swing/cli/reconcile_buy_orders.py,9e4c6cf3733fa48ae771b7a53ba821d51270898f0de95d035a3dd9d6b4cba34f,5736,source,no,partial
src/stock_swing/cli/reconcile_orders.py,5bdd455167c4daa6adde074475d694f9ca11777a413806197900180ce55c5a92,49765,source,yes,yes
src/stock_swing/core/__init__.py,b6761055cfdba9ae5f6738d8d3f7ff0a2077d1c02a58c3122c3a04b29dbc7ded,407,source,no,partial
src/stock_swing/core/config_loader.py,e2634a0df8a35cfa11c63af0972a898c0b6be5066621719704bd4d92816da110,1610,source,no,partial
src/stock_swing/core/path_manager.py,8c95063986900ff01419d7d67d67fce7f1d8968afaa8267abca78319f0c28f08,2728,source,no,partial
src/stock_swing/core/run_context.py,49e1ca8385038b7161f5836096122234e14385cbb9fabe65cb623b1b8067b218,1184,source,no,partial
src/stock_swing/core/runtime.py,e31a66bb192819f94bb4d6f244193fe74a6ab631b08d43e75a17dc3808a0dc69,3639,source,yes,yes
src/stock_swing/core/types.py,f7c1f4eafca267c63377ac5a8c089c5329e300425eee96117ce2e5fd0d2fdf18,1478,source,no,partial
src/stock_swing/decision_engine/__init__.py,39a8f2b4025917273b4a63dd390dde95222ac4032c1eab6dbed4d7b6ec68c1d0,794,source,no,partial
src/stock_swing/decision_engine/basic_decision_engine.py,4e43566250c2cc66702b9b054edcac98296d606922543ac40ec866d155b84503,1697,source,no,partial
src/stock_swing/decision_engine/decision_engine.py,061bb9bf3f77f930ca1e4a9ce77d68d468ed3c7fa9f9ea631c3d063e71c68092,10161,source,no,partial
src/stock_swing/decision_engine/interfaces.py,6d71f3e3baa1eaa5ba224292cd29bf374843e48c9d6d3314fd488723b9d429ec,290,source,no,partial
src/stock_swing/decision_engine/risk_validator.py,f11f8caac3ef648492470583db1288e98193ec90b851bc261502ed78817d7ede,4684,source,no,partial
src/stock_swing/execution/__init__.py,9dbe6d10d68c03529cc2f731fc6b9ee9d0af7cab232cb115c9ab9423c0aaea00,1029,source,no,partial
src/stock_swing/execution/interfaces.py,b0d37d94e537b9860be4deaf4c5e93d1bc3bc11edb2f8393593081b6f2d87255,256,source,no,partial
src/stock_swing/execution/live_guarded_executor.py,b67856ff70f13144a81fd09632c3bfa1cec5433843dd302f3cc8adde2e2f1d7a,11771,source,no,partial
src/stock_swing/execution/paper_executor.py,5ad1254356350d4aa64b756ba2ef0151e876c79296b560b62ef00abbfb448f33,19994,source,yes,yes
src/stock_swing/execution/production_executor.py,07420d18585d92b14317d4b22b0351eec4911309118651e5128b8117e219453e,8189,source,no,partial
src/stock_swing/execution/reconciler.py,c570472d5f0e34421e09545bcfdc56279745442c16dc49f1d936ddcdcf0cf45e,10513,source,no,partial
src/stock_swing/experiments/__init__.py,51d8c83dbd6d86e394a59174f8d0ebb860acdc4f8c4dfa7982ebb43585884977,257,source,no,partial
src/stock_swing/experiments/bucket_assigner.py,7a63ac465195d8d28a03fce3c142e736f9178fdc459e2725d14c3b816876480e,1129,source,no,partial
src/stock_swing/experiments/experiment_context.py,5f70e6e2d9872fd2864978d2eb82f84870d3a7e84c34f7abbafb3ee9b82b9528,3013,source,no,partial
src/stock_swing/experiments/experiment_registry.py,401ed07e69c4f6e997b8e133867f750ba60884fd0fa03686297314cf99961d19,2443,source,no,partial
src/stock_swing/experiments/feature_snapshot_store.py,9ce9d22a43179a87bd73f95f39c352643185f1be0917b0793af3bc72868a4e5f,2185,source,no,partial
src/stock_swing/experiments/prompt_registry.py,8c5cc37fb1290e74831b0707a86ae8c2f0bd29f25b513293f2a64fa6217a7c4d,765,source,no,partial
src/stock_swing/feature_engine/__init__.py,6b056ae08e18b2f0c36f6c4a68ca58830fdbdc3f397f13fff883de6cf8526060,635,source,no,partial
src/stock_swing/feature_engine/base_feature.py,d23f56a00101581d2ab46cdb9f839afbda7ce9cfe8181089f314d32bd911cd53,1806,source,no,partial
src/stock_swing/feature_engine/basic_features.py,2fc77a535c84612f1d02f310e1aed228e7e5053275079c7ae64f8e060b7bbe81,459,source,no,partial
src/stock_swing/feature_engine/earnings_event_feature.py,a7d711beb3403fe70baaf40a30af2d9cee2bd5f3fc95d30c8e9ca70325c961ec,3599,source,no,partial
src/stock_swing/feature_engine/interfaces.py,d237476e7c24ef9d9b0fc4478e8242fb529970850362ee2395c25a3299208dca,268,source,no,partial
src/stock_swing/feature_engine/intraday_momentum_feature.py,4bb695bdb8375da59cf9c5a9099ce18258ecf7921d30a5ae031271ff3d3810ac,9799,source,no,partial
src/stock_swing/feature_engine/macro_regime_feature.py,2e7712ad2087d8f938e9b6732eee8c4a053c9bfaa904178292029a0d3ae7394e,3261,source,no,partial
src/stock_swing/feature_engine/price_momentum_feature.py,05b513327d2e52908565c86266001be56d645fe553ffcc86c44653ba919de569,6377,source,no,partial
src/stock_swing/guardrails/__init__.py,3d86e337be3fb91253cd9b3518e143a455f59110eda30b40a706d6c885ddc8fa,186,source,no,partial
src/stock_swing/guardrails/circuit_breaker.py,1820c1a2d6bf19b1d6b75115486cb9564f4a30e250aaa3a330c311cf157ea28f,5506,source,yes,yes
src/stock_swing/guardrails/flatten_plan.py,cbaf2879600076c4024c928370ccb6b0e6b07faaad61144121d25478c9770880,1281,source,no,partial
src/stock_swing/guardrails/postrun_mismatch.py,82aa0ba4031e4fbee91461cc6c16f380273693f293af5387a9ae8ee0bffac16e,4586,source,yes,yes
src/stock_swing/guardrails/pre_trade_check.py,7a0af208eeaa0e691f9d34607f4633971ae360e4ee01c7e038a27f95c019e80f,3915,source,no,partial
src/stock_swing/guardrails/risk_snapshot.py,dda8fa4836ead0f0d7f540e73b8f69d4b719e2dc60d83801bae3109d2010d33e,6931,source,yes,yes
src/stock_swing/guardrails/rule_engine.py,ada8f6ed2a4abc57bcbf26d0e7a36c312aff7b47f1493540f79ea17bb4097e1d,4134,source,no,partial
src/stock_swing/ingestion/__init__.py,9bbae6aa5ebace7566e7f4717ccbda9ffdbb5d0ee460e8eee12a4ba24cb3d0a4,133,source,no,partial
src/stock_swing/ingestion/raw_ingestor.py,2ac221fb1a5aafacbc8fd38c63719bce0a789ce816701151d6b7129d301fc0c9,9620,source,no,partial
src/stock_swing/normalization/__init__.py,ac5e3debd7209996e06023463548599c56744fb73e961a3199fb7f731af2a88f,439,source,no,partial
src/stock_swing/normalization/broker_normalizer.py,fb880d2755531089d1fb62c6a94c7f6da323c2c2eac718d79a3b374c53eac633,8282,source,no,partial
src/stock_swing/normalization/finnhub_normalizer.py,9524b37bf1f26cd7b78033c90d5b02e31c05311d48dce542e62ce76b822e83f6,8132,source,no,partial
src/stock_swing/normalization/fred_normalizer.py,b198dec15205a0e2189f5a1baafe04058a8e69c8c8f975b13a162b7b6aae23ce,4478,source,no,partial
src/stock_swing/normalization/interfaces.py,b79ce0cf2bfdcf8791298169b506bd34b9042136a7357109d8f6a0c2a813cb48,289,source,no,partial
src/stock_swing/normalization/normalizer.py,55afa4b23ba98c5d4f89485a312474d4b0ec51b6d30d1b73d55ec45c6b0d94cc,3125,source,no,partial
src/stock_swing/normalization/sec_normalizer.py,11b5451d9834aac7a4538b38c2075dc3154e19516ed4142ff99b32692cb52604,4904,source,no,partial
src/stock_swing/openclaw/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,source,no,partial
src/stock_swing/openclaw/basic_adapter.py,b855c0c64e4d5804cdeace0dc317152ac5a8b51df8eb96e5f2a179daa0771bdf,253,source,no,partial
src/stock_swing/openclaw/interfaces.py,8062e23f529cd8e32b8394c0cc796d7c5b8f3d7d5037703ba31d8ad41c0afad4,213,source,no,partial
src/stock_swing/openclaw_adapter/__init__.py,c3e75c1a9d45b00c77f04303a2d5d19ec2686c84e070a7304355f82fb8ac5453,638,source,no,partial
src/stock_swing/openclaw_adapter/decision_summarizer.py,f3da3262e4ec605701236a219b62d68d15c646a3a611c1912172b9bbfe00f195,5850,source,no,partial
src/stock_swing/openclaw_adapter/execution_summarizer.py,64bcf0842fe0df71de765849b8ec8f54097ca3d3aa41c991f852d361044c499a,7188,source,no,partial
src/stock_swing/openclaw_adapter/signal_summarizer.py,1b0abbdabae975f6788b0da15fe82fa80baa0ed66d3ecd126cc952fcbd800f81,3318,source,no,partial
src/stock_swing/parameter_engine/__init__.py,eae2b2b788aff08b76bee641024ebc521982f272b1876393c878b08ba58dda86,907,source,no,partial
src/stock_swing/parameter_engine/parameter_recommender.py,cd486f84f9b9841036c4d084147f9e577d263e97f31240e9288b6c10e66f0586,12098,source,no,partial
src/stock_swing/parameter_engine/performance_analyzer.py,352150a5a6564d48560bff638be96aa1ce9fbced1da3027f1339aca8419c6e70,5968,source,no,partial
src/stock_swing/parameter_engine/safe_ranges.py,9cda38be4a7da964abbeb6e91ca578749722144f0e1eb816c770d55833a53ffc,5891,source,no,partial
src/stock_swing/pricing/__init__.py,1c9d50ce7a5672846273becbe1f686f795727727a69539c123b5e4b69ff75618,160,source,no,partial
src/stock_swing/pricing/price_resolver.py,8dcef4c388bdd763a72439c6a3369a49968057d3554537252d85550821ef1438,9219,source,no,partial
src/stock_swing/reporting/__init__.py,8f9dfb92531aeb24936fbc000963f98b7fae08eaf9088a88b23d6726b4121576,447,source,no,partial
src/stock_swing/reporting/console_renderer.py,cc97c6ae5287f8875f10d926b97afcc1023a2f5dd310d896f1209d83641a8674,27657,source,yes,yes
src/stock_swing/reporting/console_summary.py,0c3cdd2a2e1f201048313f6747d7f41fd8f0602cc8b50ea714302f312ccaae96,19743,source,yes,yes
src/stock_swing/reporting/daily_summary.py,0648ff046a641a0c4cf27511c3bfde175233c4d2298466e8ba7b1a2ff5be1a73,188,source,no,partial
src/stock_swing/reporting/equity_bridge.py,88e7e5397cb4fc13ca8c2545bb9986e17a91c71b8eaa3c3d2c314d3442891c8a,4609,source,yes,yes
src/stock_swing/reporting/performance_snapshot.py,29fc23a08b9a34f0355d2dab6f092fe4fee1aea2f57eb522ad421c0f3afd1131,8383,source,no,partial
src/stock_swing/reporting/recommendation_report.py,f8aed30beaf633ac047e1704237945dedc92f09f3e9fc0c7f66b6099acb4589d,10694,source,no,partial
src/stock_swing/risk/__init__.py,b1c20d05ab8571addd45327656d507ee7d89edb446a77691a4a91ad00862823b,96,source,no,partial
